"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","702284","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(195313, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","1,175,860,608"
"0","702284","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(195313, 1, 1)","0","8.9","Command line profiler metrics","l1tex__average_t_sectors_per_request_pipe_lsu_mem_global_op_ld.ratio","sector","5.64"
"0","702284","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(195313, 1, 1)","0","8.9","Command line profiler metrics","l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum","","475,432,369"
"0","702284","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(195313, 1, 1)","0","8.9","Command line profiler metrics","l1tex__t_sector_hit_rate.pct","%","71.91"
"0","702284","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(195313, 1, 1)","0","8.9","Command line profiler metrics","l1tex__t_sectors_pipe_lsu_mem_global_op_ld.sum","sector","2,681,638,158"
"0","702284","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(195313, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","95.19"
"0","702284","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(195313, 1, 1)","0","8.9","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","89.10"
"0","702284","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(195313, 1, 1)","0","8.9","Command line profiler metrics","smsp__average_warps_issue_stalled_long_scoreboard_per_issue_active.ratio","inst","75.45"
"0","702284","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(195313, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_average_branch_targets_threads_uniform.pct","%","73.77"
"0","702284","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(195313, 1, 1)","0","8.9","Command line profiler metrics","smsp__thread_inst_executed_per_inst_executed.ratio","","9.91"
"1","702284","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(195313, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","4,041,362,304"
"1","702284","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(195313, 1, 1)","0","8.9","Command line profiler metrics","l1tex__average_t_sectors_per_request_pipe_lsu_mem_global_op_ld.ratio","sector","4.80"
"1","702284","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(195313, 1, 1)","0","8.9","Command line profiler metrics","l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum","","194,509,948"
