"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","702112","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(78125, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","485,061,120"
"0","702112","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(78125, 1, 1)","0","8.9","Command line profiler metrics","l1tex__average_t_sectors_per_request_pipe_lsu_mem_global_op_ld.ratio","sector","5.70"
"0","702112","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(78125, 1, 1)","0","8.9","Command line profiler metrics","l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum","","191,792,917"
"0","702112","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(78125, 1, 1)","0","8.9","Command line profiler metrics","l1tex__t_sector_hit_rate.pct","%","71.50"
"0","702112","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(78125, 1, 1)","0","8.9","Command line profiler metrics","l1tex__t_sectors_pipe_lsu_mem_global_op_ld.sum","sector","1,093,969,669"
"0","702112","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(78125, 1, 1)","0","8.9","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","95.25"
"0","702112","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(78125, 1, 1)","0","8.9","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","89.32"
"0","702112","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(78125, 1, 1)","0","8.9","Command line profiler metrics","smsp__average_warps_issue_stalled_long_scoreboard_per_issue_active.ratio","inst","77.59"
"0","702112","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(78125, 1, 1)","0","8.9","Command line profiler metrics","smsp__sass_average_branch_targets_threads_uniform.pct","%","73.70"
"0","702112","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(78125, 1, 1)","0","8.9","Command line profiler metrics","smsp__thread_inst_executed_per_inst_executed.ratio","","9.98"
"1","702112","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(78125, 1, 1)","0","8.9","Command line profiler metrics","dram__bytes_read.sum","byte","1,593,022,336"
"1","702112","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(78125, 1, 1)","0","8.9","Command line profiler metrics","l1tex__average_t_sectors_per_request_pipe_lsu_mem_global_op_ld.ratio","sector","4.79"
"1","702112","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(78125, 1, 1)","0","8.9","Command line profiler metrics","l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum","","79,598,885"
"1","702112","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(78125, 1, 1)","0","8.9","Command line profiler metrics","l1tex__t_sector_hit_rate.pct","%","40.70"
"1","702112","bench_real","127.0.0.1","lookupKernel(TrieDev, const unsigned char *, const unsigned int *, unsigned int, unsigned int, const unsigned int *, int *)","1","7","(256, 1, 1)","(78125, 1, 1)","0","8.9","Command line profiler metrics","l1tex__t_sectors_pipe_lsu_mem_global_op_ld.sum","sector","381,196,047"
